epoch,total_loss,mask_loss,box_loss,classifier_loss,lr
1,1.053789358390005,0.595745283522104,0.09468240683016024,0.12969329796339335,0.005
2,0.7237960962872756,0.38529851954234273,0.10814623593499786,0.10060489432592142,0.005
3,0.6683855888090635,0.33237354771087047,0.1322105199490723,0.10454904150805976,0.005
4,0.6355125621745461,0.30851671609439346,0.13677387488515755,0.10105156859284953,0.005
5,0.607546843980488,0.2965536431262368,0.13696013822367317,0.09753529413750298,0.005
6,0.5740760933411749,0.2815479036224516,0.13051658025697657,0.09399919388325591,0.005
7,0.5486124542198683,0.2714740810425658,0.12273853095738511,0.09107518960770808,0.005
8,0.5160470589211112,0.25246445011151464,0.11799254072339911,0.08612227802606005,0.005
9,0.49477088529812663,0.24230966560150446,0.1153476228447337,0.0834094907500242,0.005
10,0.4830760414663114,0.24177812510415128,0.11336143275624827,0.07961557060480118,0.005
11,0.455620906070659,0.22616637537353917,0.1064913761066763,0.07693741019619138,0.005
12,0.4425819861261468,0.22350652672742544,0.10316180075077634,0.07197858432405874,0.005
13,0.42134264189946025,0.2130662787117456,0.10059397451971706,0.06755181960761547,0.005
14,0.4011231598101164,0.20503386306135277,0.09516658673160955,0.06316112285774005,0.005
15,0.39073534780427027,0.20230235394678617,0.0919308186949868,0.05981682932102367,0.005
16,0.37966399286922653,0.19852982461452484,0.0893840988803851,0.056361785158514977,0.005
17,0.35700827209573044,0.1875223011562699,0.08519969419821312,0.05184269549423143,0.005
18,0.3431194401101062,0.18183324486017227,0.08092141337692738,0.04920964340042127,0.005
19,0.33140825088086884,0.1782859156006261,0.0773570598348191,0.04626847136961786,0.005
20,0.3227672090655879,0.17510728028259778,0.07478378404323992,0.04377826146389309,0.005
21,0.3142059755168463,0.1723894237687713,0.0718298456386516,0.04277187492698431,0.005
22,0.30341865239959015,0.1682287274222625,0.06954287316061948,0.040244457458979206,0.005
23,0.2940855892865281,0.1649391811929251,0.06570126577035378,0.03859800409133497,0.005
24,0.2866704965892591,0.16082874842380224,0.06427664250919693,0.0370744598637286,0.005
25,0.2824478623898406,0.16080405837611148,0.061887045243853016,0.03575420212980948,0.005
26,0.27147786868245977,0.156717423153551,0.05940342096513823,0.03326526289119532,0.005
27,0.267927333320442,0.15612770636615,0.05740317486618694,0.032382753285530363,0.005
28,0.2624407092991628,0.1539844821550344,0.05648094249006949,0.03123769536614418,0.005
29,0.2606729272949068,0.15373169611159124,0.055052504237545166,0.030821677640472587,0.005
30,0.25233037338445063,0.14961620694712588,0.05248652751508512,0.029978472249288308,0.005
31,0.24992688941328148,0.1499966986869511,0.052068199570241724,0.02899913612361017,0.005
32,0.2479978909617976,0.14941197437675377,0.05053392670264369,0.028780360804184488,0.005
33,0.24013814683023252,0.14607195124814384,0.048421340259282214,0.027682286883263213,0.005
34,0.23927048593759537,0.1474015599018649,0.04704730398952961,0.02687620101986747,0.005
35,0.2274205378795925,0.14118109506211782,0.04444830144118322,0.024871181794687322,0.005
36,0.22138281754757227,0.1382425094121381,0.04263952310736242,0.02473563210744607,0.005
37,0.22009328870396866,0.13699748680779808,0.04262847771966144,0.02450816534263523,0.005
38,0.2176730119084057,0.13664932647033742,0.0416687519632672,0.02352362579519027,0.005
39,0.21295400708913803,0.1346527539977902,0.040897282330613384,0.022481673593191726,0.005
40,0.21126575179790197,0.13560360768123678,0.0392633730447606,0.021979801062690586,0.005
41,0.20833403891638705,0.13346672175746216,0.03819560190956844,0.021835932042449713,0.005
42,0.2020124412680927,0.1313742716845713,0.03661679172594296,0.020519017045827287,0.005
43,0.20322768821528084,0.13059614363469577,0.03748148341516131,0.02068419212867555,0.005
44,0.1995478590068064,0.13025755121519692,0.03583416141765682,0.019641654026743612,0.005
45,0.19240602184283107,0.1273168147002396,0.03357671711005663,0.019154471026635485,0.005
46,0.19074129274016932,0.12612628191709518,0.03354219705062477,0.01850984132799663,0.005
47,0.19137589711891978,0.1265267816029097,0.03363330525002981,0.018818034030693143,0.005
48,0.19009081313484594,0.12677865338168645,0.03335191799621833,0.018324107078737335,0.005
49,0.18867652667196175,0.124845516132681,0.03356289250874206,0.01832622122999869,0.005
50,0.1872610308622059,0.12531881152014984,0.032137746383485044,0.018301317370251605,0.005
51,0.18183633959607073,0.12293941076648862,0.03052766861296014,0.01703401772599471,0.005
52,0.17687432193442396,0.12043383090119612,0.029419789041735624,0.016551954745266,0.005
53,0.17635181977560646,0.12027853962622191,0.02879091234583604,0.016615763796787513,0.005
54,0.17728672647162488,0.12056536737241243,0.02934924875827212,0.01687225942058783,0.005
55,0.17892640711445557,0.12097538831202607,0.030601297358148975,0.016766867575872885,0.005
56,0.1804457467637564,0.121343337783688,0.03200516496834002,0.01645816460643944,0.005
57,0.17662071005294197,0.11977673498423476,0.029578385335442266,0.01656192342603677,0.005
58,0.1743691410673292,0.1188338498928045,0.02922674101826392,0.01605813653747502,0.005
59,0.17329086755451403,0.11888718310939639,0.02861528809329397,0.01581661562484346,0.005
60,0.1679392062911862,0.11747635999008228,0.026536926014446897,0.015032612939218157,0.005
61,0.16907458830820887,0.11777692641082563,0.026727913780824133,0.015444438279557385,0.005
62,0.16698448477607025,0.11608116838492845,0.026395705087404502,0.015242651889198705,0.005
63,0.16465694614146886,0.11525822332815121,0.025995775542565082,0.015140607585444263,0.005
64,0.16510846230544543,0.114761294502961,0.026590015273541212,0.014832592936918923,0.005
65,0.16197167925144496,0.11329050009187899,0.025577365567809658,0.014615267797030117,0.005
66,0.16266696802095362,0.11347238641036184,0.0262469164046802,0.014488280787573833,0.005
67,0.16465595050861961,0.11487950070908196,0.02670339019478936,0.014626789936109594,0.005
68,0.16146765492464366,0.11337211394780561,0.025624727438154974,0.014328567752320515,0.005
69,0.16087495104262703,0.11388384570416651,0.024748251993993397,0.014058343502447793,0.005
70,0.15916332465253377,0.11226030792060651,0.02503329255667172,0.01387762979261185,0.005
71,0.15819697670246424,0.11215037597637427,0.02471961870201324,0.013877338533730884,0.005
72,0.15520483804376503,0.1111269828520323,0.02312603291418207,0.013465072297932286,0.005
73,0.1537714522135885,0.10944778942748119,0.02341013215482235,0.013212518117047455,0.005
74,0.15577378516134463,0.11126105408919484,0.023252271213813833,0.013289802156290725,0.005
75,0.15700669547444895,0.11064874812176353,0.024330014853101028,0.013591142702161482,0.005
76,0.15659578497472562,0.11114048742150005,0.024025974770713793,0.01358363933027967,0.005
77,0.1582732620207887,0.1109960524267272,0.024778419468355805,0.013488800093335541,0.005
78,0.1512479609564731,0.10832396306489643,0.02254736455353467,0.01285276461490675,0.005
79,0.14749065276823545,0.1067061310535983,0.021255622568883394,0.012815607246011496,0.005
80,0.15003386473185137,0.1083893279888128,0.02233210257499626,0.012414803078986313,0.005
81,0.15495123478927111,0.11058647754160982,0.023690274475436462,0.012954571333370711,0.005
82,0.1518199208535646,0.10831226290840852,0.022920219962926286,0.012934789845817968,0.005
83,0.1493379279578987,0.1072987180791403,0.022533269623588575,0.012516028260027892,0.005
84,0.14677568603503077,0.10617497445721376,0.021656329449462264,0.012206611149993381,0.005
85,0.1470038137937847,0.10667960424172251,0.021317904569992895,0.012228017305269054,0.005
86,0.14609418554525627,0.10614016142330672,0.021140777383391793,0.012302566626060166,0.005
87,0.1465004576664222,0.10593344055508312,0.021747802776333532,0.012441577561395733,0.005
88,0.14836988088331723,0.1070172063222057,0.02210212528313461,0.012304505982779358,0.005
89,0.1448754956455607,0.10463387970077365,0.021240348805134233,0.012298005363462787,0.005
90,0.14369765218151243,0.10461928342518054,0.02063767724719487,0.011872363203254185,0.005
91,0.14249736815690994,0.10359458742957366,0.020753882041102963,0.011737943798499672,0.005
92,0.1413660992525126,0.1030506438722736,0.020210153741860075,0.011768745699603306,0.005
93,0.14462558219307348,0.1050248938171487,0.020824572071433067,0.012124593455442473,0.005
94,0.14587933079976784,0.10597634688019753,0.021363790392091398,0.011815621897480205,0.005
95,0.14345364703943855,0.1053207834300242,0.020595044902476826,0.011527744330171692,0.005
96,0.14236894936153763,0.10281929961944881,0.02113151542940422,0.011565302682452296,0.005
97,0.14033079304193197,0.10296162609991275,0.020183685554289503,0.011287954574646918,0.005
98,0.13775549632938286,0.10188561756359904,0.01898362264527302,0.011244955644207565,0.005
99,0.13991532043406837,0.10286468208620422,0.01997436759503264,0.011060954096089853,0.005
100,0.1376284547150135,0.10188900287214078,0.01891599438692394,0.011113890949146528,0.005
